规范番号,原始番号,系列,候选来源,标题,发行日期,文章日期,表格位置,AsiaMonstr详情页地址,官方证据地址,历史记录位置,访问结果,核查时间,分类,判断理由,建议处理
TNI-9,TNI-9,TNI,official,忍者Vol.9,2001-03-09,,,,https://www.giga-web.jp/product/index.php?product_id=1230,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-1,TOR-1,TOR,official,サイバー戦隊ジャスティオン,2001-06-10,,,,https://www.giga-web.jp/product/index.php?product_id=1444,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-10,TOR-10,TOR,official,聖戦美少女アルテミスZ ACT.01,2002-03-10,,,,https://www.giga-web.jp/product/index.php?product_id=1451,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-12,TOR-12,TOR,official,聖戦美少女アルテミスZ ACT.03,2002-05-10,,,,https://www.giga-web.jp/product/index.php?product_id=1812,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-13,TOR-13,TOR,official,バトルプリンセススパンデクサー Act.01,2002-09-08,,,,https://www.giga-web.jp/product/index.php?product_id=1813,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-14,TOR-14,TOR,official,バトルプリンセススパンデクサー Act.02,2002-09-08,,,,https://www.giga-web.jp/product/index.php?product_id=1814,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-15,TOR-15,TOR,official,バトルプリンセススパンデクサー Act.03,2002-09-08,,,,https://www.giga-web.jp/product/index.php?product_id=1815,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-16,TOR-16,TOR,official,美少女コマンダーサイバローザ VOL.01,2002-09-08,,,,https://www.giga-web.jp/product/index.php?product_id=1816,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-17,TOR-17,TOR,official,美少女コマンダーサイバローザ VOL.02,2002-10-08,,,,https://www.giga-web.jp/product/index.php?product_id=1817,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-18,TOR-18,TOR,official,美少女コマンダーサイバローザ VOL.03,2002-11-08,,,,https://www.giga-web.jp/product/index.php?product_id=1388,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-19,TOR-19,TOR,official,電撃戦隊パーフェクトレンジャーACT.01,2002-12-08,,,,https://www.giga-web.jp/product/index.php?product_id=1389,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-2,TOR-2,TOR,official,サイバー戦隊ジャスティオン ACT.Ⅱ,2001-07-10,,,,https://www.giga-web.jp/product/index.php?product_id=1810,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-20,TOR-20,TOR,official,電撃戦隊パーフェクトレンジャーACT.02,2003-01-08,,,,https://www.giga-web.jp/product/index.php?product_id=1390,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-21,TOR-21,TOR,official,電撃戦隊パーフェクトレンジャーACT.03,2003-02-08,,,,https://www.giga-web.jp/product/index.php?product_id=1391,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-22,TOR-22,TOR,official,電撃戦隊パーフェクトレンジャーACT.04,2003-03-08,,,,https://www.giga-web.jp/product/index.php?product_id=1393,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-23,TOR-23,TOR,official,電撃戦隊パーフェクトレンジャーACT.05,2003-04-08,,,,https://www.giga-web.jp/product/index.php?product_id=1394,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-24,TOR-24,TOR,official,電撃戦隊パーフェクトレンジャーACT.06,2003-05-09,,,,https://www.giga-web.jp/product/index.php?product_id=1395,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-25,TOR-25,TOR,official,サイバー戦隊スーパージャスティオン ACT.01,2003-06-09,,,,https://www.giga-web.jp/product/index.php?product_id=1396,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-26,TOR-26,TOR,official,サイバー戦隊スーパージャスティオン ACT.02,2003-07-09,,,,https://www.giga-web.jp/product/index.php?product_id=1397,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-27,TOR-27,TOR,official,サイバー戦隊スーパージャスティオン ACT.03,2003-08-09,,,,https://www.giga-web.jp/product/index.php?product_id=1398,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-28,TOR-28,TOR,official,闇の天使ダークガールACT.01,2003-09-09,,,,https://www.giga-web.jp/product/index.php?product_id=1399,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-29,TOR-29,TOR,official,闇の天使ダークガールACT.02,2003-10-09,,,,https://www.giga-web.jp/product/index.php?product_id=1400,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-3,TOR-3,TOR,official,サイバー戦隊ジャスティオン ACT.Ⅲ,2001-08-10,,,,https://www.giga-web.jp/product/index.php?product_id=1445,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-30,TOR-30,TOR,official,闇の天使ダークガールACT.03,2003-11-09,,,,https://www.giga-web.jp/product/index.php?product_id=1401,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-31,TOR-31,TOR,official,麗幻の騎士クレセントナイツ 01,2003-12-09,,,,https://www.giga-web.jp/product/index.php?product_id=1402,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-32,TOR-32,TOR,official,麗幻の騎士クレセントナイツ 02,2004-01-09,,,,https://www.giga-web.jp/product/index.php?product_id=1403,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-33,TOR-33,TOR,official,麗幻の騎士クレセントナイツ 03,2004-02-09,,,,https://www.giga-web.jp/product/index.php?product_id=1404,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-34,TOR-34,TOR,official,愛の化身レガリアン 01,2004-03-09,,,,https://www.giga-web.jp/product/index.php?product_id=1405,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-35,TOR-35,TOR,official,愛の化身レガリアン 02,2004-04-09,,,,https://www.giga-web.jp/product/index.php?product_id=1406,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-36,TOR-36,TOR,official,愛の化身レガリアン 03,2004-05-09,,,,https://www.giga-web.jp/product/index.php?product_id=1407,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-37,TOR-37,TOR,official,バトルプリンセス スパンデクサーグレート ACT.01,2004-06-09,,,,https://www.giga-web.jp/product/index.php?product_id=1408,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-38,TOR-38,TOR,official,バトルプリンセス スパンデクサーグレート ACT.02,2004-06-25,,,,https://www.giga-web.jp/product/index.php?product_id=1409,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-39,TOR-39,TOR,official,バトルプリンセス スパンデクサーグレート ACT.03,2004-07-23,,,,https://www.giga-web.jp/product/index.php?product_id=1410,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-4,TOR-4,TOR,official,電脳特捜インスペクターG1,2001-09-10,,,,https://www.giga-web.jp/product/index.php?product_id=1446,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-40,TOR-40,TOR,official,銀河プリンセス ロジータ ACT.01,2004-07-23,,,,https://www.giga-web.jp/product/index.php?product_id=1417,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-41,TOR-41,TOR,official,銀河プリンセス ロジータ ACT.02,2004-07-25,,,,https://www.giga-web.jp/product/index.php?product_id=1419,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-42,TOR-42,TOR,official,銀河プリンセス ロジータ ACT.03,2004-09-26,,,,https://www.giga-web.jp/product/index.php?product_id=1420,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-43,TOR-43,TOR,official,宇宙の戦士 コスモウーマン ACT.01,2004-12-09,,,,https://www.giga-web.jp/product/index.php?product_id=1422,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-44,TOR-44,TOR,official,宇宙の戦士 コスモウーマン ACT.02,2005-01-09,,,,https://www.giga-web.jp/product/index.php?product_id=1423,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-45,TOR-45,TOR,official,宇宙の戦士 コスモウーマン ACT.03,2005-02-09,,,,https://www.giga-web.jp/product/index.php?product_id=1424,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-46,TOR-46,TOR,asiamonstr; official,TOR-46 Cyber Special Agent Inspector Z 01,2005-04-23,"October 10, 2017",,https://www.asiamonstr.com/giga/tor-46-cyber-special-agent-inspector-z-01-hotaru-mizusawa.html,https://www.giga-web.jp/product/index.php?product_id=1425,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-47,TOR-47,TOR,asiamonstr; official,TOR-47 Cyber Special Agent Inspector Z 02,2005-04-23,"October 10, 2017",,https://www.asiamonstr.com/giga/tor-47-cyber-special-agent-inspector-z-02-yukari-masaki.html,https://www.giga-web.jp/product/index.php?product_id=1426,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-48,TOR-48,TOR,asiamonstr; official,TOR-48 Cyber Special Agent Inspector Z 03,2005-05-09,"November 7, 2013",,https://www.asiamonstr.com/giga/tor-048-cyber-special-agent-inspector-z-03.html,https://www.giga-web.jp/product/index.php?product_id=1427,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-49,TOR-49,TOR,asiamonstr; official,TOR-49 Tsuyo Ranger ACT 01 Shouko Mikami,2005-06-09,"November 7, 2013",,https://www.asiamonstr.com/giga/tor-49-tsuyo-ranger-act-01.html,https://www.giga-web.jp/product/index.php?product_id=1428,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-5,TOR-5,TOR,official,電脳特捜インスペクターG ACT02,2001-10-10,,,,https://www.giga-web.jp/product/index.php?product_id=1447,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-50,TOR-50,TOR,asiamonstr; official,TOR-50 Tsuyo Ranger ACT 02,2005-06-10,"November 7, 2013",,https://www.asiamonstr.com/giga/tor-50-tsuyo-ranger-act-02.html,https://www.giga-web.jp/product/index.php?product_id=1244,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-51,TOR-51,TOR,asiamonstr; official,TOR-51 Tsuyo Ranger ACT 03 Riko Tachibana,2005-06-10,"November 7, 2013",,https://www.asiamonstr.com/giga/tor-51-tsuyo-ranger-act-03.html,https://www.giga-web.jp/product/index.php?product_id=1247,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-52,TOR-52,TOR,asiamonstr; official,TOR-52 Samuraiger 01,2005-09-09,"September 19, 2016",,https://www.asiamonstr.com/giga/tor-52-samuraiger-01-akane-ono.html,https://www.giga-web.jp/product/index.php?product_id=1429,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-53,TOR-53,TOR,asiamonstr; official,TOR-53 Samuraiger 02,2005-10-09,"May 8, 2015",,https://www.asiamonstr.com/giga/tor-53-samuraiger-02-emiri-yaguchi.html,https://www.giga-web.jp/product/index.php?product_id=1430,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-54,TOR-54,TOR,asiamonstr; official,TOR-54 Samuraiger 03,2005-11-09,"May 8, 2015",,https://www.asiamonstr.com/giga/tor-54-samuraiger-03-momoe-mizusawa.html,https://www.giga-web.jp/product/index.php?product_id=1432,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-55,TOR-55,TOR,asiamonstr; official,TOR-55 Bato Ranger ACT 01,2005-12-09,"October 29, 2023",,https://www.asiamonstr.com/giga/tor-55-bato-ranger-act-01.html,https://www.giga-web.jp/product/index.php?product_id=1434,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-56,TOR-56,TOR,asiamonstr; official,TOR-56 Bato Ranger ACT 02,2006-01-09,"October 29, 2023",,https://www.asiamonstr.com/giga/tor-56-bato-ranger-act-02.html,https://www.giga-web.jp/product/index.php?product_id=1436,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-57,TOR-57,TOR,asiamonstr; official,"TOR-57 Tsuyo Ranger ACT 03, Misaki Aso",2006-02-09,"September 6, 2014",,https://www.asiamonstr.com/giga/tor-57-tsuyo-ranger-act-03-misaki-aso.html,https://www.giga-web.jp/product/index.php?product_id=1438,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-6,TOR-6,TOR,official,電脳特捜インスペクターG ACT03,2001-11-10,,,,https://www.giga-web.jp/product/index.php?product_id=1448,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-7,TOR-7,TOR,official,美少女戦隊プリムテウス ACT.０１,2001-12-10,,,,https://www.giga-web.jp/product/index.php?product_id=1449,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-8,TOR-8,TOR,official,美少女戦隊プリムテウス ACT.02,2002-01-10,,,,https://www.giga-web.jp/product/index.php?product_id=1450,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TOR-9,TOR-9,TOR,official,美少女戦隊プリムテウス ACT.03,2002-02-10,,,,https://www.giga-web.jp/product/index.php?product_id=1811,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRE-1,TRE-01; TRE-1,TRE,asiamonstr; official,TRE-01 Heroine Insult!,2007-06-22,"May 1, 2015",,https://www.asiamonstr.com/giga/tre-01-heroine-insult-eri-sakuragi.html,https://www.giga-web.jp/product/index.php?product_id=1018,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRE-2,TRE-02; TRE-2,TRE,asiamonstr; official,TRE-02 Heroine Insult! Vol.02,2007-07-27,"May 2, 2013",,https://www.asiamonstr.com/giga/tre-02-heroine-insult-vol-02.html,https://www.giga-web.jp/product/index.php?product_id=1017,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRE-3,TRE-03; TRE-3,TRE,asiamonstr; official,TRE-03 Heroine Insult! Vol.03,2007-08-24,"March 4, 2013",,https://www.asiamonstr.com/giga/tre-03-heroine-insult-vol-03.html,https://www.giga-web.jp/product/index.php?product_id=1015,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRE-4,TRE-04; TRE-4,TRE,asiamonstr; official,TRE-04 Heroine Insult! Vol.04,2007-10-26,"May 2, 2013",,https://www.asiamonstr.com/giga/tre-04-heroine-insult-vol-04.html,https://www.giga-web.jp/product/index.php?product_id=1014,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRE-43,TRE-43,TRE,asiamonstr; gap,TRE-43 Heroine Sexual Insult Vol.43 Cyber Force,,"April 7, 2013",,https://www.asiamonstr.com/giga/tre-43-blues-on-one-justify-sentai-heroine.html,https://www.giga-web.jp/db_titles/tre/tre43/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:57+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRE-48,TRE-48,TRE,asiamonstr; gap,TRE-48 Heroine Insult Vol.48 Seiger – Saiger Yellow Fights Back,,"May 17, 2013",,https://www.asiamonstr.com/giga/tre-48-heroine-insult-vol-48-seiger-saiger-yellow-fights-back.html,https://www.giga-web.jp/db_titles/tre/tre48/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:57+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRE-5,TRE-05,TRE,asiamonstr,TRE-05 Heroine Insult! Vol.05,,"May 2, 2013",,https://www.asiamonstr.com/giga/tre-05-heroine-insult-vol-05.html,https://www.giga-web.jp/db_titles/tre/tre05/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:57+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRE-50,TRE-50,TRE,asiamonstr; gap,TRE-50 Security-Star,,"April 16, 2013",,https://www.asiamonstr.com/giga/tre-50-security-star.html,,,not_found_in_complete_directory,2026-09-12T17:52:16+08:00,历史条目，状态待核实,外部或历史来源明确记载，但当前官方状态未获确认,仍需核实
TRE-56,TRE-56,TRE,asiamonstr; gap,TRE-56 Heroine Insult Vol.56 Sound Wave Human Being Attack,,"March 4, 2013",,https://www.asiamonstr.com/giga/tre-56-heroine-insult-vol-56-sound-wave-human-being-attack.html,https://www.giga-web.jp/db_titles/tre/tre56/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:45:59+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRE-65,TRE-65,TRE,asiamonstr; gap,TRE-65 Heroine Insult Vol.65 Beautiful Fighter Sailor Hermes,,"November 25, 2013",,https://www.asiamonstr.com/giga/tre-65-heroine-insult-vol-65-beautiful-fighter-sailor-hermes-saya-aika.html,https://www.giga-web.jp/db_titles/tre/tre65/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:46:00+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRE-76,TRE-76,TRE,asiamonstr; gap,TRE-76 Heroine Insult Vol.76 Mirage Scanty,,"December 19, 2014",,https://www.asiamonstr.com/giga/tre-76-heroine-insult-vol-76-mirage-scanty.html,https://www.giga-web.jp/db_titles/tre/tre76/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:46:00+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRE-77,TRE-77,TRE,asiamonstr; gap,TRE-77 Heroine Insult Vol.77 SUPERLADY,,"January 10, 2015",,https://www.asiamonstr.com/giga/tre-77-heroine-insult-vol-77-superlady-ayumi-kuroki.html,https://www.giga-web.jp/db_titles/tre/tre77/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:46:00+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRE-92,TRE-92,TRE,asiamonstr; gap,TRE-92 Heroine Insult Vol.92 Nude St. Brave Vehement Mask First,,"August 25, 2016",,https://www.asiamonstr.com/giga/tre-92-heroine-insult-vol-92-nude-st-brave-vehement-mask-first-revealed-real-face-yuri-momose.html,https://www.giga-web.jp/db_titles/tre/tre92/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:46:01+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRH-1,TRH-1,TRH,official,帰って来たスーパーヒロイン 01,2005-01-28,,,,https://www.giga-web.jp/product/index.php?product_id=1121,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-10,TRH-10,TRH,asiamonstr; official,"TRH-10 Super Heroine Returns 10, Kiyohara Ryou",2005-10-28,"November 8, 2013",,https://www.asiamonstr.com/giga/trh-10-super-heroine-returns-10-kiyohara-ryou.html,https://www.giga-web.jp/product/index.php?product_id=1112,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-11,TRH-11,TRH,asiamonstr; official,"TRH-11 Super Heroine Returns 11, Yatou Aki",2005-11-28,"May 26, 2013",,https://www.asiamonstr.com/giga/trh-11-super-heroine-returns-11-yatou-aki.html,https://www.giga-web.jp/product/index.php?product_id=1111,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-12,TRH-12,TRH,asiamonstr; official,"TRH-12 Super Heroine Returns 12, Komine Yui",2005-12-28,"November 8, 2013",,https://www.asiamonstr.com/giga/trh-12-super-heroine-returns-12-komine-yui.html,https://www.giga-web.jp/product/index.php?product_id=1110,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-13,TRH-13,TRH,asiamonstr; official,TRH-13 Super Heroine Returns 13 Nene Tokiwa,2006-01-28,"November 8, 2013",,https://www.asiamonstr.com/giga/trh-13-super-heroine-returns-13.html,https://www.giga-web.jp/product/index.php?product_id=1109,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-14,TRH-14,TRH,asiamonstr; official,TRH-14 Super Heroine Returns 14,2006-02-27,"October 11, 2017",,https://www.asiamonstr.com/giga/trh-14-super-heroine-returns-14-haruka-asano.html,https://www.giga-web.jp/product/index.php?product_id=1108,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-17,TRH-17,TRH,asiamonstr,"TRH-17 Super Heroine Returns 17, Shiraiaya Kaori",,"February 6, 2014",,https://www.asiamonstr.com/giga/trh-17-super-heroine-returns-17-shiraiaya-kaori.html,https://www.giga-web.jp/db_titles/trh/trh17/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:46:01+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
TRH-2,TRH-2,TRH,official,帰って来たスーパーヒロイン 02,2005-02-28,,,,https://www.giga-web.jp/product/index.php?product_id=1120,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-3,TRH-3,TRH,official,帰って来たスーパーヒロイン 03,2005-03-25,,,,https://www.giga-web.jp/product/index.php?product_id=1119,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-4,TRH-4,TRH,official,帰って来たスーパーヒロイン04,2005-04-22,,,,https://www.giga-web.jp/product/index.php?product_id=1118,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-5,TRH-05; TRH-5,TRH,asiamonstr; official,"TRH-05 Super Heroine Returns 05, Ikeda Kozue",2005-05-28,"September 8, 2014",,https://www.asiamonstr.com/giga/trh-05-super-heroine-returns-05-ikeda-kozue.html,https://www.giga-web.jp/product/index.php?product_id=1117,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-6,TRH-06; TRH-6,TRH,asiamonstr; official,TRH-06 Super Heroine Returns 06,2005-06-28,"March 4, 2013",,https://www.asiamonstr.com/giga/trh-06-super-heroine-returns-06.html,https://www.giga-web.jp/product/index.php?product_id=1116,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-7,TRH-07; TRH-7,TRH,asiamonstr; official,"TRH-07 Super Heroine Returns 07, Kikuhara Madoka",2005-07-22,"January 21, 2014",,https://www.asiamonstr.com/giga/trh-07-super-heroine-returns-07-kikuhara-madoka.html,https://www.giga-web.jp/product/index.php?product_id=1115,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-8,TRH-08; TRH-8,TRH,asiamonstr; official,"TRH-08 Super Heroine Returns 08, Kikugawa Ren",2005-08-26,"November 8, 2013",,https://www.asiamonstr.com/giga/trh-08-super-heroine-returns-08-kikugawa-ren.html,https://www.giga-web.jp/product/index.php?product_id=1114,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRH-9,TRH-09; TRH-9,TRH,asiamonstr; official,TRH-09 Super Heroine Returns 09,2005-09-23,"May 8, 2013",,https://www.asiamonstr.com/giga/trh-09-super-heroine-returns-09.html,https://www.giga-web.jp/product/index.php?product_id=1113,,confirmed,2026-09-12T17:52:16+08:00,确认漏收录,当前官方记录明确存在且线上目录未收录,可补录
TRSH-41,TRSH-41,TRSH,asiamonstr; gap,TRSH-41 Specializing in Heroine Torture Hell,,"June 14, 2017",,https://www.asiamonstr.com/giga/trsh-41-specializing-in-heroine-torture-hell.html,https://www.giga-web.jp/db_titles/trsh/trsh41/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:46:01+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
